title,artist,duration,date,popularity,danceability,tempo
Cuesti�_n De Suerte,Natalia Lacunza,193787,10/14/21,56,0.815,112.037
El Encuentro,Alizzz,178392,10/22/20,54,0.846,130.022
Forevermore,Cuco,174622,5/7/21,54,0.711,75.036
Un Momento,DannyLux,189311,8/19/22,53,0.574,84.216
Ansiedad,Carla Morrison,226595,4/29/22,53,0.692,99.967
Mar,Esteman,238253,10/30/20,52,0.749,114.941
Algo Mejor,Charlie Rodd,153746,4/1/22,51,0.567,155.96
Marte,Kora,163423,1/14/21,49,0.75,119.982
Lotta Love,Helado Negro,197624,10/30/20,48,0.694,93.992
Obra de Arte,Carla Morrison,170926,4/29/22,48,0.624,81
nadie me cae bien,Little Jesus,228400,8/27/21,48,0.647,160.479
A carta cabal,Guitarricadelafuente,269730,5/6/22,48,0.205,60.774
Really Rong,��T̩o?,144511,9/13/18,48,0.604,127.993
Muchachitos Feat. Humbe,Juliana,185972,4/5/22,47,0.533,119.889
Hear Me Out,KORDELYA,137096,11/6/20,47,0.778,93.05
Delorean,Mi$HNRZ,188400,1/29/21,46,0.667,100.029
Paranoia Pop,Bandalos Chinos,232226,10/9/20,45,0.826,107.012
Paradise,Cuco,223494,4/9/21,44,0.615,88.044
Handful of Water,Sof�_a Vald̩s,151746,10/16/20,44,0.631,209.06
Amante,Casandra Paz,231154,5/6/22,44,0.679,179.891
Bolsa en la cara,M̩ne,193473,8/11/22,42,0.606,169.903
s a l u d o s,KORDELYA,197768,11/6/20,43,0.935,119.921
Nunca Es Tarde,Technicolor Fabrics,183609,10/15/21,42,0.923,129.986
Lo Que Tuvimos,Baird,186613,10/20/20,42,0.6,100.921
Se Acaba Todo,Vale,196133,8/5/22,41,0.404,79.71
Pastelitos De Guayaba,Lilly Yan,191671,11/11/21,40,0.293,109.303
C��llame,Bandalos Chinos,187693,5/3/22,44,0.697,144.203
Lonely,Sof�_a Vald̩s,213440,1/15/21,43,0.479,155.82
Lo Que Digan,Daniela Spalla,190800,11/12/20,39,0.632,82.363
Puente,Vale,180746,11/6/20,40,0.698,74.993
M�_ranos,Georgel,184199,11/13/20,39,0.803,124.963
M��s,Sof�_a Paola,187649,7/29/22,38,0.621,170.032
un poco m��s,daniel sabater,138742,9/16/22,37,0.884,124.993
Aeroplanos,Mi Sobrino Memo,239719,10/23/20,36,0.67,108.982
Moment of Joy,Chicano Batman,217840,5/1/20,36,0.423,85.452
A Veces,Diamante El̩ctrico,165675,11/12/20,36,0.893,110.049
Locura,Juan Wauters,164523,4/30/21,36,0.718,115.537
Time,Luna Luna,190124,10/23/20,35,0.741,113.992
inigualable,Yorghaki,178645,5/6/22,34,0.905,121.085
LUV,Victor Internet,143893,6/23/21,33,0.831,115.002
me perdono,Georgel,212685,8/12/22,33,0.775,157.961
Amor Extra̱o,Katz�_ Oso,224240,5/20/22,32,0.626,114.008
RQR,Vic Mirallas,177581,5/6/22,32,0.758,122.06
everything i wanted,Billie Eilish,245425,11/13/19,86,0.704,120.006
Sofia,Clairo,188386,8/2/19,80,0.744,112.997
Fade Into You,Mazzy Star,295600,10/5/93,79,0.42,157.143
Lost on You,LP,268105,5/5/17,77,0.433,174.006
Cosmic Love,Florence + The Machine,255133,2009,62,0.524,140.003
Linger,The Cranberries,274706,3/1/93,76,0.439,94.845
sex money feelings die,Lykke Li,139840,6/8/18,73,0.789,134.055
Francis Forever,Mitski,149680,11/11/14,78,0.535,101.986
Bertaut,Nadin Amizah,315960,5/28/20,72,0.47,118.836
1950,King Princess,225133,2/23/18,72,0.6,71.912
How to Be a Heartbreaker,MARINA,221493,4/30/12,71,0.69,140.05
Mariners Apartment Complex,Lana Del Rey,247150,8/30/19,70,0.531,76.054
Heart Of Glass - Special Mix,Blondie,275733,10/31/81,69,0.694,114.478
A Pearl,Mitski,156145,8/17/18,75,0.295,84.551
Softly,Clairo,185306,8/2/19,67,0.759,94.03
Alaska,Maggie Rogers,188000,1/18/19,67,0.847,104.001
Oblivion,Grimes,251266,2/21/12,67,0.697,155.974
The greatest,Lana Del Rey,300360,8/30/19,67,0.443,79.142
Be Sweet,Japanese Breakfast,195370,6/4/21,66,0.653,109.985
Your Best American Girl,Mitski,212183,6/17/16,68,0.362,77.021
I Don't Know You,The Mar�_as,209449,6/14/17,65,0.884,118.065
Little Bit,Lykke Li,273426,6/2/08,65,0.819,120.318
Genesis,Grimes,255320,2/21/12,66,0.611,166.04
Mood Ring,Lorde,225862,8/20/21,65,0.683,95.011
Paper Bag,Fiona Apple,219266,11/9/99,65,0.709,140.993
I Wish I Never Met You,Babygirl,211744,8/10/18,64,0.82,109.956
Video Games,Lana Del Rey,281946,1/1/12,64,0.39,122.053
Almeda,Solange,236120,3/1/19,65,0.827,110.015
Guilty Conscience,070 Shake,213333,1/17/20,64,0.539,179.822
Roads,Portishead,303973,1/1/94,64,0.607,76.083
In The Waiting Line,Zero 7,271520,2001,64,0.561,79.01
"Female Energy, Part 2",WILLOW,173920,7/19/19,63,0.539,119.791
Sea of Love,Cat Power,139466,3/21/00,63,0.585,78.54
Photo ID,Remi Wolf,265263,6/24/20,63,0.822,113.956
King,Florence + The Machine,280130,2/23/22,63,0.73,105.976
"Archie, Marry Me",Alvvays,196560,7/22/14,63,0.27,117.314
I Follow Rivers,Lykke Li,228466,2011,63,0.599,122.262
Wishful Thinking,BENEE,213373,6/28/19,63,0.644,82.022
Stay Flo,Solange,175706,3/1/19,63,0.823,155.974
Yards / Gardens,Kate Bollinger,141743,11/10/21,63,0.801,107.991
Good Girls (Don�۪t Get Used),Beach Bunny,215402,11/30/20,62,0.667,150.015
Both Of Us - Edit,Jayda G,229424,5/26/20,62,0.735,123.962
Deep End,Holly Humberstone,171662,1/31/20,61,0.368,109.143
Help I'm Alive,Metric,286013,5/2/09,61,0.57,118.485
When I'm Small,Phantogram,249066,2010,61,0.646,91.998
Angelica,Wet Leg,232320,4/8/22,61,0.491,131.989
Why Can't I?,Liz Phair,208360,1/1/03,61,0.487,80.958
Across the Universe,Fiona Apple,307333,10/13/98,60,0.578,129.881
Souvenir,Julien Baker,212467,10/26/18,60,0.605,109.008
Dreams Tonite,Alvvays,196026,9/8/17,60,0.51,99.934
Teen Age Riot (Album Version),Sonic Youth,417800,10/4/88,60,0.286,156.395
Losing You,Solange,260399,11/27/12,60,0.736,113.996
Ritual Union,Little Dragon,210266,7/25/11,59,0.7,144.035
Seventeen,Sharon Van Etten,265920,1/18/19,59,0.538,127.107
Closer,Tegan and Sara,209280,2013,59,0.588,136.979
Geyser,Mitski,143570,8/17/18,59,0.0996,48.717
Oh No,Biig Piig,164946,10/21/20,59,0.697,166.133
concussion,girlhouse,277142,8/27/21,59,0.554,167.973
The Wire,HAIM,245293,9/30/13,58,0.547,113.678
Beggin For Thread,BANKS,249739,1/1/14,58,0.597,107.96
Slacks,St. South,206634,2014,58,0.737,126.006
Bunny Is A Rider,Caroline Polachek,197480,7/14/21,58,0.792,110.001
North,Clairo,213253,8/2/19,57,0.352,96.929
Now & Then,Sjowgren,205893,1/9/17,58,0.543,80.079
Ghosts,Laura Marling,179960,1/1/08,58,0.463,141.974
Shut Up Kiss Me,Angel Olsen,202200,9/2/16,58,0.375,115.728
Kissing Lessons,Lucy Dacus,114653,2/2/22,58,0.546,140.014
The Mother We Share,CHVRCHES,191293,9/20/13,57,0.46,173.829
fineshrine,Purity Ring,209760,7/23/12,57,0.609,130.053
Burning,Maggie Rogers,213173,1/18/19,57,0.735,110.045
Now I'm In It - Bonus Track,HAIM,204280,2/19/21,57,0.717,105.014
If I Get To Meet You,BENEE,182335,11/13/20,57,0.679,157.064
"Sex, Drugs, Etc.",Beach Weather,196784,11/4/16,89,0.572,143.969
Happier Than Ever,Billie Eilish,298899,7/30/21,89,0.332,81.055
Daddy Issues,The Neighbourhood,260173,10/30/15,87,0.588,85.012
After Dark,Mr.Kitty,259146,10/6/14,85,0.585,140.037
Let Me Down Slowly,Alec Benjamin,169353,11/16/18,85,0.652,150.073
lovely (with Khalid),Billie Eilish,200185,4/19/18,88,0.351,115.284
Feel Good Inc.,Gorillaz,222640,5/23/05,84,0.818,138.559
YKWIM?,Yot Club,212750,5/31/19,84,0.372,123.735
I WANNA BE YOUR SLAVE,M̴neskin,173346,3/19/21,83,0.75,132.507
this is what falling in love feels like,JVKE,120308,9/3/21,83,0.424,128.983
This Side of Paradise,Coyote Theory,242010,12/11/20,83,0.306,158.283
death bed (coffee for your head),Powfu,173333,2/8/20,83,0.726,144.026
Shut up My Moms Calling,Hotel Ugly,164571,2/10/20,83,0.485,138.419
505,Arctic Monkeys,253586,4/24/07,83,0.52,140.267
Mount Everest,Labrinth,157497,11/22/19,83,0.494,87.724
Safe And Sound,Capital Cities,192789,2013,83,0.655,117.956
You Get Me So High,The Neighbourhood,153000,11/2/18,82,0.551,88.036
Alien Blues,Vundabar,155933,7/24/15,82,0.467,82.282
The Perfect Girl,Mareux,194423,12/8/21,81,0.485,128.881
moment,Vierre Cloud,129543,12/19/19,81,0.544,171.349
My Kind of Woman,Mac DeMarco,190845,10/16/12,81,0.501,91.771
AMAZING,Rex Orange County,209200,3/11/22,80,0.719,123.915
Centuries,Fall Out Boy,228360,1/20/15,80,0.393,176.042
My Ordinary Life,The Living Tombstone,230894,11/23/17,80,0.648,176.005
Bubble Gum,Clairo,175960,2/22/19,80,0.509,207.97
For the First Time,Mac DeMarco,182306,5/5/17,81,0.551,75.515
Cigarettes out the Window,TV Girl,198960,2/25/16,79,0.625,113.551
Borderline,Tame Impala,237800,2/14/20,79,0.621,97.96
Something About You,Eyedress,153312,8/27/21,78,0.648,133.417
Vas,jagger finn,90323,8/28/19,78,0.514,71.114
Electric Feel,MGMT,229640,12/14/07,77,0.763,103.04
Can We Kiss Forever?,Kina,187931,8/31/18,77,0.522,109.986
edamame (feat. Rich Brian),bbno$,133706,7/24/21,77,0.815,106.032
Where's My Love - Acoustic,SYML,239880,7/7/17,77,0.554,104.007
Swing Lynn,Harmless,321438,8/14/12,76,0.464,165.177
Cherry Wine,grentperez,173286,9/10/21,76,0.761,105.008
In My Head,Bedroom,354691,1/12/17,75,0.576,150.9
IDGAF (with blackbear),BoyWithUke,140665,3/18/22,75,0.783,97.953
_���_�____ (_�__��_��� _�_�_�_�__),Molchat Doma,141394,9/7/18,75,0.484,159.992
Come a Little Closer,Cage The Elephant,229346,10/8/13,75,0.44,148.038
Oh Klahoma,Jack Stauber,185223,3/25/17,74,0.697,108.996
Out of My League,Fitz and The Tantrums,209386,5/7/13,74,0.545,169.965
Stolen Dance,Milky Chance,313684,6/20/14,74,0.885,114.016
Loverboy,A-Wall,224520,8/4/19,74,0.604,120.045
Pope Is a Rockstar,SALES,187333,4/20/16,74,0.725,90.024
The Loser,Verzache,131586,7/29/16,73,0.748,123.983
The Wisp Sings,Winter Aid,313252,11/11/13,72,0.521,115.43
Moonlight on the River,Mac DeMarco,422613,5/5/17,71,0.662,139.98
"Soldier, Poet, King",The Oh Hellos,165673,10/16/15,72,0.347,117.959
WANTED U,Joji,251015,10/26/18,71,0.305,82.977
It's Been So Long,The Living Tombstone,174394,12/4/14,71,0.564,95.923
Girl of My Dreams,Guti,222981,12/14/19,71,0.573,138.829
Coffee Breath,Sofia Mills,163902,3/9/18,71,0.866,101.295
Eyes Blue Like The Atlantic (feat. Subvrbs),Sista Prod,154599,7/20/20,71,0.768,76.229
Down Under (feat. Colin Hay),Luude,158774,11/19/21,71,0.308,171.966
As the World Caves In,Matt Maltese,218754,6/8/18,71,0.327,123.969
A Soulmate Who Wasn�۪t Meant to Be,Jess Benko,316556,7/19/19,71,0.571,124.209
i'll die anyway.,girl in red,192612,7/17/19,71,0.472,157.909
I'll Keep You Safe,sagun,185875,10/6/17,71,0.752,114.982
welcome and goodbye,"Dream, Ivory",140643,3/31/18,71,0.584,140.031
Achilles Come Down,Gang of Youths,422146,8/18/17,70,0.223,179.83
Dakota,Stereophonics,297426,1/1/05,70,0.506,146.994
I Feel Fantastic,Riovaz,146938,12/7/21,70,0.771,135.684
Greek Tragedy - Oliver Nelson TikTok Remix,The Wombats,306428,1/15/21,69,0.736,112.033
"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",Sista Prod,156187,8/13/20,69,0.702,80.482
Footprints,DAHEE,173836,9/29/22,0,0.576,80.063
Lovers In The Night,Seori,210546,3/18/21,61,0.776,98.036
Insomnia (Feat. YAYYOUNG),Dvwn,210373,12/16/19,61,0.673,120.006
for lovers who hesitate,JANNABI,265000,3/13/19,61,0.52,74.004
Wings,So!YoON!,195573,10/20/20,61,0.66,100.024
Okinawa,92914,348445,2/14/18,61,0.735,147.854
Gradation,10cm,201280,7/3/22,57,0.63,104.003
fool,frad,130333,10/11/19,56,0.787,90
Bom,BOL4,217044,4/2/19,56,0.559,195.94
Maybe We Could Be a Thing,Jesse Barrera,176241,3/11/22,56,0.684,94.996
Baby I Need You,Joosiq,215400,3/30/22,55,0.73,100.044
MIMI,youra,207413,2/2/21,55,0.603,75.134
Wonder,ADOY,235746,6/14/18,54,0.661,99.989
DREAM LIKE ME,Crowd Lu,281658,6/1/22,54,0.447,77.995
Sleepless in Seoul (Feat. LEE SUHYUN),10cm,257453,5/13/21,53,0.531,174.788
Winter ���,SE SO NEON,232000,2/18/20,52,0.472,146.752
When It Snows,1415,171106,12/15/18,52,0.536,140.255
Today's Mood,CHEEZE,225333,5/18/20,52,0.652,96.006
Tree,"Car, the garden",232558,4/16/19,51,0.321,142.808
friend to lover,Standing Egg,187946,5/22/20,51,0.675,83.967
Leo (feat. BAEKHYUN),BOL4,188000,5/13/20,51,0.605,90.035
"Hey kid, Close your eyes (with Lee Sun Hee)",AKMU,233416,7/26/21,51,0.781,129.946
Koh,92914,299428,3/16/19,51,0.797,104.929
Rawww,youra,160466,11/20/21,51,0.753,123.947
The night we parted,ACOURVE,229665,7/7/18,50,0.408,142.319
3108,Ha Hyunsang,178266,11/10/20,50,0.55,142.953
No One Told Me Why,ALEPH,223480,10/18/17,50,0.6,143.932
A Long Dream,SE SO NEON,258420,6/20/17,47,0.644,128.01
Answer,homezone,224500,4/10/22,47,0.444,83.606
For the gone(with ELLE KOREA),CODE KUNST,243087,11/16/20,46,0.736,132.034
Old Notes,GON JO,206735,7/5/18,46,0.652,96.075
Hate Everything - Korean Version,GSoul,205759,12/11/19,46,0.374,181.2
Closely Far Away,"Car, the garden",194546,8/26/21,45,0.602,93.037
Don't be sad,Ku One Chan,210850,9/7/18,45,0.771,121.956
in the bed,Sunwoojunga,265058,1/5/21,45,0.265,174.425
Forest,Choi Yuree,228266,8/24/22,45,0.406,114.093
Youth,Dasutt,361426,3/17/19,45,0.415,133.881
naps!,1415,205161,12/8/21,45,0.438,173.546
Clouds,O3ohn,192452,11/10/20,45,0.572,165.766
GRIPPIN�۪THEGREEN,JANNABI,204000,5/10/22,45,0.39,186.032
Lustre,Jiwoo,214918,8/24/21,44,0.756,122.006
RAL 9002,youra,189533,12/23/20,44,0.508,89.998
We Sink,SWAY,206970,4/30/22,44,0.307,92.454
Cactus,Jang Jane,214346,6/5/19,44,0.803,96.982
Let's Meet In Spring,Han All,226559,4/12/18,44,0.767,108.95
Do You Think Of Me?,10cm,196293,8/6/19,43,0.665,88.745
A Call from My Dream,Meaningful Stone,255297,9/27/20,43,0.501,169.973
I Know Where The Rainbow has Fallen,JANNABI,222999,7/28/21,43,0.456,144.014
lost,Dvwn,274000,6/2/22,43,0.326,169.617
Love in TV World,YUKIKA,243022,9/22/20,43,0.601,112.049
Blondie,Current Joys,194733,1/2/13,76,0.776,122.072
One Year Stand,Frankie Cosmos,155609,8/2/22,52,0.384,158.487
IN THE DOG HOUSE,Eyedress,102500,8/26/22,44,0.264,176.964
"at least, I tried",Heroe,194060,5/6/22,43,0.479,119.973
at least i'm pretty,Harriette,106800,4/19/21,76,0.86,99.958
haunt me (x 3),Teen Suicide,165671,10/7/15,73,0.566,110.886
Loverboy,A-Wall,224520,6/28/19,72,0.604,120.045
i <3 u,boy pablo,255000,10/23/20,66,0.68,86.978
You Say I'm in Love,Banes World,176760,1/26/17,63,0.625,140.02
say goodbye,Sarcastic Sounds,86749,5/14/21,63,0.71,92.016
Choking on Flowers,Fox Academy,208848,7/15/15,62,0.175,84.222
"it only gets worse, i promise",EKKSTACY,154640,11/12/21,62,0.43,165.935
Dance In Room Song,Sipper,171243,1/21/21,59,0.583,90.611
lavender blood,Fox Academy,158785,1/6/15,59,0.356,83.283
girl,salvia palth,157648,1/1/13,59,0.551,100.233
Death of the Phone Call,"Whatever, Dad",95000,7/26/17,59,0.355,148.672
ALIEN LOVE CALL,Turnstile,176002,8/27/21,59,0.548,126.041
Car Crash in G Major,fanclubwallet,132000,9/25/20,58,0.709,105.369
madhouse,Matt Maltese,211075,8/7/20,57,0.641,156.995
A Sad Song About a Girl I No Longer Know,Bedside Kites,328421,5/5/18,57,0.444,81.829
Radio,Freak Slug,191527,9/15/20,56,0.693,107.949
I Like You,dandelion hands,167126,1/1/13,56,0.35,108.74
High,Slow Pulp,152571,5/15/19,56,0.545,139.828
Spiral Stairs,Yot Club,146026,5/26/20,56,0.829,121.638
Mystery,Matt Maltese,223466,10/8/21,54,0.61,78.477
Human Condition,Sjowgren,131618,4/30/21,54,0.561,93.028
Natural,Shelly,163764,10/30/20,53,0.538,169.931
Forever,Night Tapes,249968,8/9/19,52,0.592,113.512
Gush,bdrmm,226467,7/3/20,52,0.574,147.974
Beautiful Mind,carpetgarden,199500,2/24/21,52,0.677,95.75
How Was Your Day?,beabadoobee,260024,10/16/20,52,0.353,84.586
Pretty,Fox Academy,199000,3/11/21,52,0.584,120.063
Superstar,Pretty Sick,220767,10/29/20,51,0.554,93.991
Sun Outside My Window,Strawberry Guy,201226,10/29/21,50,0.433,142.098
u dont kno me,Yot Club,239195,3/18/22,49,0.624,155.249
I Don't Recognise You,NewDad,275013,3/26/21,49,0.534,82.487
My Heart Goes Bum Bum Bum,Flatsound,171261,3/11/11,48,0.383,82.4
Intersection,Modern Baseball,233320,12/1/17,48,0.815,133.5
Physical,Pretty Sick,273360,6/17/21,47,0.482,112.964
Her Sinking Sun,Coma Cinema,153234,3/15/11,47,0.466,90.091
midnight sun,Nil�_fer Yanya,282373,3/4/22,47,0.664,143.899
AHH!!,DellaXOZ,96000,6/5/21,47,0.513,155.082
I Want To Be With You,chloe moriondo,179573,8/21/20,46,0.743,119.984
Can�۪t Get Enough,Montell Fish,131174,9/2/21,46,0.882,90.016
Not Alone,peach tinted,191641,5/28/21,46,0.587,134.099
HeatDeath,Suave Punk,317837,7/7/21,45,0.261,147.893
OH GOD,marinelli,132323,3/16/21,45,0.458,131.794
Deaf,Just Mustard,312400,5/2/18,44,0.442,97.106
PIERCED ARROWS,Hurray For The Riff Raff,242053,2/18/22,44,0.577,126.912
3:45/buslane,lavender,128530,9/8/21,44,0.513,134.477
ALLTHETIME,POLICE CAR COLLECTIVE,425680,1/1/21,44,0.2,42.956
Before the Fall,afternoon bike ride,179141,9/24/21,44,0.541,140.897
��� ��� ��� ���^^%%!!!!!heaven!!!!!!,Lala Lala,263727,7/24/20,43,0.591,73.367
Desire,Current Joys,223186,2/15/15,43,0.737,106.446
Midnight on a Sunny Day,Eyedress,163709,8/27/21,43,0.463,144.269
heat waves - lofi version,omgkirby,96363,3/4/22,43,0.752,132.064
Alive,Yot Club,180295,10/22/21,42,0.634,149.623
Buzzkill Bummer,Vanillaroma,182250,8/26/20,42,0.561,129.966
Ways to Go,Zeph,127085,7/24/20,42,0.539,170.003
Into,CASTLEBEAT,239343,7/27/22,42,0.445,74.979
Baby,ADOY,237398,7/13/21,42,0.791,101.996
4th of july,Hand Habits,176268,2/19/21,41,0.592,100.724
Darcy,Wabie,204564,10/22/21,41,0.669,142.009
Maybe the Problem Is Me,dexter,133090,1/19/21,41,0.616,147.924
GROWING PAINS,kerri,214426,5/19/21,41,0.673,122.107
Take It Off,Softcult,191684,4/16/21,41,0.646,114.999
Warning Sign - Alt Version,Far Caspian,179669,3/5/21,40,0.493,155.778
California Screaming,Liz Lawrence,197000,4/3/20,40,0.609,155.046
blood on the pavement,chemical club,221333,7/24/20,39,0.581,130.04
sugar ray,pizzagirl,243102,7/16/21,39,0.58,75.01
babyur2nice,patchymate,120000,5/21/21,39,0.74,127.896
Dreams of Losing Teeth,Suave Punk,202818,6/1/21,39,0.262,176.019
Pretend,Far Caspian,243666,10/8/21,39,0.554,108.012
Arp-87,bloody/bath,169728,7/16/20,39,0.527,152.017
Seaface,Lowertown,219010,9/16/21,39,0.523,96.949
upside down,lentra,122925,11/6/20,39,0.428,175.692
Makeup,Oberhofer,208101,11/4/20,39,0.299,158.212
wish i could see you again,Hypx,187988,8/5/22,38,0.526,115.059
"New York, Paris and London",HighSchool,206000,11/1/21,38,0.414,175.456
Good For You,Porridge Radio,215580,7/2/20,38,0.42,84.905
5AM Empanada with You,Bubble Tea and Cigarettes,341186,9/2/22,38,0.514,76.007
Attention,rainbow frog biscuits,166200,4/9/21,38,0.66,159.988
Anti-glory,Horsegirl,210640,3/9/22,38,0.446,135.462
No Smoke,Tiberius b,252631,3/31/21,38,0.688,94.983
Altitude,Saint Jude,210446,3/18/21,37,0.539,109.964
Summer Something,Josh Fudge,194634,1/15/21,37,0.602,122.986
Somewhere Only We Know,Keane,236160,1/1/04,75,0.453,172.012
Suddenly I See,KT Tunstall,201706,1/1/05,73,0.587,100.38
Bulletproof,La Roux,205733,2009,71,0.674,123.016
"Welcome Home, Son",Radical Face,287634,3/2/07,70,0.587,144.972
Home,Edward Sharpe & The Magnetic Zeros,303200,7/14/09,70,0.542,111.665
We Are The People,Empire of the Sun,267373,10/3/08,70,0.675,122.989
First Day of My Life,Bright Eyes,188877,1/25/05,69,0.596,95.162
Smile Like You Mean It,The Killers,234106,2004,68,0.346,125.043
Crimewave,Crystal Castles,258453,3/18/08,67,0.746,119.982
The Cave,Mumford & Sons,217986,10/2/09,67,0.595,141.981
Sleepyhead,Passion Pit,174760,2009,66,0.568,106.036
White Winter Hymnal,Fleet Foxes,147026,6/3/08,66,0.628,124.932
Golden Skans,Klaxons,165120,2007,65,0.463,141.955
Everybody's Changing,Keane,215160,1/1/04,65,0.515,94.015
Such Great Heights - Remastered,The Postal Service,266506,2/19/03,64,0.644,174.98
Feel It All Around,Washed Out,192080,9/8/09,64,0.34,172.022
Look What You've Done,Jet,230880,9/15/03,62,0.398,73.396
Dance Yrself Clean,LCD Soundsystem,536471,5/17/10,62,0.739,98.004
Something Good Can Work,Two Door Cinema Club,164186,2/17/10,61,0.648,119.935
Soul Meets Body,Death Cab for Cutie,229413,8/29/05,61,0.621,128.142
Master of None,Beach House,199413,10/3/06,61,0.492,86.485
1234,Feist,183666,1/1/07,59,0.71,109.951
Crystalised,The xx,201946,8/18/09,59,0.762,122.916
Destiny,Zero 7,338279,2001,58,0.63,138.009
We Used To Be Friends,The Dandy Warhols,199960,1/1/03,58,0.712,105.284
Eyes,Rogue Wave,148866,2/12/06,58,0.642,130.015
White Flag,Dido,240040,9/29/03,57,0.512,169.951
Wraith Pinned to the Mist and Other Games,of Montreal,255613,4/12/05,57,0.873,122.005
40 Day Dream - 2019 - Remaster,Edward Sharpe & The Magnetic Zeros,232690,7/7/09,57,0.56,81.991
Take Your Mama,Scissor Sisters,271906,1/1/04,57,0.757,153.944
The Sound of Settling,Death Cab for Cutie,132506,2003,57,0.423,175.349
Evaluasi,Hindia,194469,11/29/19,73,0.609,102.014
Anything You Want,Reality Club,236493,4/22/22,70,0.21,175.769
Born & Die,SCALLER,268988,9/23/22,37,0.499,167.11
Heroik,Efek Rumah Kaca,258596,9/9/22,47,0.372,139.945
Semua Telah Terjadi (feat. Iga Massardi),Biru Baru,226734,8/26/22,44,0.584,125.014
Mesra-mesraannya kecil-kecilan dulu,Sal Priadi,209719,3/18/22,56,0.361,175.138
"Kalibata, 2012",Perunggu,301606,3/11/22,48,0.609,108.035
Gelegak Darah Muda,Souljah,299400,9/16/22,39,0.649,111.793
Kita usahakan rumah itu,Sal Priadi,211244,3/18/22,58,0.711,95.02
Ekspektasi,Okin,220573,5/15/20,54,0.587,111.972
Runtuh Tepat Waktu,Figura Renata,265131,8/30/22,47,0.537,119.257
Kukira Kau Rumah,Amigdala,206711,2018,74,0.643,90.022
Legam,Pohon Tua,471205,9/16/22,34,0.417,200.246
Secukupnya,Hindia,208823,5/3/19,60,0.708,102.018
Inside My Head,SCALLER,192904,9/5/22,42,0.615,144.951
Takkan Diam,Leonardo Ringo,285714,8/25/22,43,0.139,169.542
Lagu Kritik Lagi,.Feast,260377,8/31/22,43,0.511,106.047
Kadang Jakarta Jadi Ungu,Jason Ranti,235103,3/20/22,46,0.78,122.069
Jim Labrador,The Panturas,240597,9/10/21,46,0.343,101.622
Dalam Nirvana,Danilla,255365,2/22/22,43,0.601,110.021
The Golden Sound,Monkey to Millionaire,213264,9/15/22,32,0.579,165.008
Music All We Have,SCALLER,242507,8/8/22,41,0.604,132.984
Kopral Jono,Sisitipsi,218730,8/17/22,42,0.64,188.826
Saujana,Bilal Indrajaya,202843,8/3/22,48,0.58,154.086
Jatuh Samar,Romantic Echoes,257961,8/5/22,44,0.549,81.977
Sampai Jadi Debu (Menampilkan Gardika Gigih),Banda Neira,408288,1/29/16,65,0.412,97.448
Kamu,Pusakata,235428,8/12/22,43,0.6,104.961
Lara,Dialog Senja,326899,8/8/18,61,0.463,125.049
Story Of Them All - Remastered 2022,Stars and Rabbit,245960,2020,42,0.537,139.886
Resah Jadi Luka,Daun Jatuh,290466,12/10/19,70,0.32,99.891
Resah,Payung Teduh,240882,11/4/14,65,0.415,136.095
Hitam Putih,Fourtwnty,251000,4/20/15,66,0.517,119.863
Asmalibrasi,Soegi Bornean,254862,7/26/19,81,0.721,139.941
"Semoga, Ya",Nosstress,213240,10/18/17,62,0.536,95.178
Istirahat,Nosstress,215000,7/14/21,57,0.57,91.239
Monolog,Pamungkas,207216,7/15/18,67,0.476,96.978
In Your Loudest Fear,Reruntuh,365500,7/22/22,42,0.342,145.841
Variasi Pink,Jason Ranti,254560,6/14/22,49,0.737,102.028
Peradaban,.Feast,339000,7/13/18,58,0.575,96.993
Rumah Ke Rumah,Hindia,277457,11/29/19,72,0.72,116.032
Birdy,Pamungkas,273662,1/27/22,45,0.661,86.058
"Lagunya Begini, Nadanya Begitu",Jason Ranti,350626,3/20/22,54,0.533,84.228
Serta Mulia,Sal Priadi,189000,2/19/21,61,0.52,108.683
Mangu,Fourtwnty,262469,4/20/22,55,0.533,93.991
New Dawn,Sandrayati,182830,6/16/22,42,0.556,129.24
Sunshine,The Panturas,254400,4/7/18,59,0.546,116.33
Lepas,Rub of Rub,255309,6/1/18,48,0.901,108.008
Sesuatu Di Jogja,Adhitia Sofyan,287453,7/10/17,65,0.638,112.128
33x,Perunggu,434759,3/11/22,47,0.622,101.302
"KIW""",Danilla,252399,2/22/22,47,0.661,147.937
Untuk Perempuan Yang Sedang Di Pelukan,Payung Teduh,342000,11/4/14,68,0.477,148.984
Duniawi,rumahsakit,295600,4/14/15,53,0.424,152.084
Break Sebat,FLEUR!,254779,6/24/22,36,0.495,139.848
Nematomorpha,Fourtwnty,224670,4/20/20,57,0.72,83.466
Rumah,Dere,186666,1/11/22,47,0.483,81.041
Trust Me With This (Mama),Pamungkas,224664,6/16/22,49,0.785,134
Cerita Bahaya,Goodnight Electric,315586,7/7/22,37,0.471,100.022
Pastikan Riuh Akhiri Malammu,Perunggu,252100,3/11/22,46,0.623,110.026
Aku,Romantic Echoes,370820,4/8/22,38,0.401,139.831
Senyum Membawa Pesan,Mustache and Beard,312000,1/1/16,45,0.465,81.944
